text;audiofile
Only through our experiments and analysis can our people hope to regain our past.;
You're here to race, right? Okay, let's see who your sponsor is...;
Ah, you're riding for the Black Vulkars I see. Used to be nobody could challenge the Hidden Beks at this race, but now you Vulkars are the team to beat.;
Okay, you're registered now. Good luck, and try not to get yourself killed. We've only lost one rider today and we want to keep it that way. Whenever you're ready you can hit the track.;
I want to race one of my heats.;
Okay, let's get you out on the track.;
What's the time to beat?;
Well, Anglu has the best time so far: <CUSTOM30>. Good, but not the best I've ever seen. I don't know if it will stand up.;
What happened to the rider you lost?;
Same as usual - he was pushing himself beyond his limits and he hit some debris on the track. The deflectors kept him from crashing, but the force of the impact jarred him from his swoop.;
Don't worry... they scraped what was left of him off the track already. Just remember to hang on and you should be okay. You can hit the track whenever you're ready.;
I need to take care of something first.;
Okay. Just come back and see me when you're ready to hit the track.;
Well, Redros has the best time so far: <CUSTOM30> Good, but not the best I've ever seen. I don't know if it will stand up.;
Ah, you're riding for the Hidden Beks I see. Always liked them... I hope they can show these Vulkars a thing or two. But I digress.;
Back again, I see. So, are you ready to hit the track? Not literally, of course. We've already lost one rider that way today.;
Hey - didn't you just win the big swoop bike race in? Yeah, it was you, I'm sure! Best race I ever saw!;NM03AECITI09000_.mp3
I can't believe Brejik tried to back out of his wager! He deserved what happened to him!;NM03AECITI09002_.mp3
I can't wait for the big swoop race! I hear the Vulkars have a new engine that's going to break all the records!;NM03AECITI09004_.mp3
This gang war is getting out of hand! The Vulkars aren't just attacking the Hidden Beks anymore - they go after everyone!;NM03AECITI09006_.mp3
I saw Davik's new starship at the spaceport before the quarantine. They say it's the fastest ship on Taris! He calls it the Ebon Hawk.;NM03AECITI09008_.mp3
Have you got your tickets for Bendak Starkiller's return to the duel ring? I hear it's going to be an illegal death match!;NM03AECITI09010_.mp3
Did you hear the news? Gadon Thek is dead! I wonder what's going to happen to the Hidden Beks now?;NM03AECITI09012_.mp3
I heard Davik's hired a Mandalorian mercenary to work for him. I didn't know there were any of them left after the Mandalore wars.;NM03AECITI09014_.mp3
Don't go bothering people while they are drinking. It's rude.;
Scurry away. I had family on Taris and I'm not in a mood to talk.;
Trapped out here... can't do anything. I wonder which planet is next?;
Jawas... can't stand them. They never bathe, you know.;
Good thing there's nothing on Tatooine to get the attention of the Sith. Right?;
Sith... Jedi... do either of them really care when normal people get caught in their fighting?;
Don't care if we've got Sith rule or Republic rule. Either way I work the mines.;
Leave me, human. If you're here to stir things up, I want no part of it.;
You've the look of a seasoned Pazaak player about you. I dabble in it from time to time myself. Care for a game?;
Who are you?;
I am Sol'aa and, to be perfectly blunt, my business is my own. I do offer you, though, the company of my time for a game or two of Pazaak.;
Do you care for a hand?;
Sure, I'll play.;
Let's get started then.;
Not right now.;
Ah, well. Come back if you ever feel up to a game.;
Do you have any cards to sell?;
As a matter of fact, I do. If you see any you like, I am willing to part with them for a small sum.;
I haven't seen you around here before... I'm a traveller in search of a little entertainment.;
Care to have a hand of Pazaak with me?;
What's Pazaak?;
A marvelous card game indeed. It's sweeping the galaxy I've heard. While I'm no master myself, I do have some proficiency.;
I happen to have a spare deck on me. I can sell it to you for 100 credits if you want.;
Sure. Here are the credits.;
Good, good. Here is your deck. As a bonus, I'll give you a digital copy of the instructions for novice players.;
Now... want to play a hand or two?;
I don't have that much.;
That's unfortunate. If you ever find the credits, I'd be happy to sell it to you. Perhaps we could even have a hand or two if you're willing to wager something.;
I don't have a deck.;
You are truly a great Pazaak player. I don't see how I could possibly beat you.;
As a token of my appreciation for games well played, please take these cards. Perhaps it will serve you better than they did me.;
Rest assured that one day I will, though.;
Is there anything else you wish?;
I seem to have run out of funds... If you wish to play again, I could wager these cards instead.;
Do you wish to play?;
That last game was closer than it seemed. Want to try it again?;
The droid is actively engaged in its patrol route. You cannot reprogram it anymore.;
The droid is now active. It will attack any enemies that come in range.;
Optimize droid's weaponry. (<CUSTOM42> repair part(s));
[Success] The droid is now set for maximum firepower.;
Optimize droid's targeting systems. (<CUSTOM43> repair part(s));
[Success] The droid is now set for maximum accuracy.;
Activate droid's shields. (<CUSTOM44> repair part(s));
[Success] The droid's shields are now active.;
Engage droid in patrol mode. (<CUSTOM45> repair part(s));
[Success] Patrol mode engaged. Once you end this session the droid will begin patrol and destroy any enemies it encounters.;
WARNING: Once you end this session the droid's program will be locked in. You will not be able to modifiy the droid anymore.;
Leave it alone.;
You leave the droid alone for now.;
The droid engages its patrol mode and moves off to carry out your programmed instructions.;
[Failure] You do not have enough repair parts.;
This droid is damaged and inactive.;
Reactivate the droid. (1 repair part);
[Failure] You don't have any repair parts. You leave the droid alone for now.;
At last we can regain our place in the galaxy! Our thanks, Revan.;
I hope that you find what you seek in the Temple, Revan, and that you help us as well.;
If you wish to know more about us, speak to our keeper of history.;
There are many unanswered questions about your last trip into the Temple, Revan... but those shall have to wait.;
The other Rakata assaulted us mercilessly... but our defenses drove them back.;
In time, I hope our tribe can unify our race once more.;
We've been ambushed by a Sith battle fleet! The Endar Spire is under attack! Hurry up - we don't have much time!;NM01AATRAS02000_.mp3
Who are you? [Left-click this answer to select highlighted response.];
"I'm Trask Ulgo, ensign with the Republic Fleet. I'm your bunk mate here on the Endar Spire. We work opposite shifts; I guess that's why you haven't seen me before.";NM01AATRAS02002_.mp3
Now hurry up, we have to find Bastila! We have to make sure she makes it off the ship alive!;NM01AATRAS02003_.mp3
Who's Bastila? [Left-click this answer to select highlighted response.];
Bastila's the commanding officer on the Endar Spire. Well, not an officer, really. But she's the one in charge of this mission.;NM01AATRAS02005_.mp3
One of our primary duties is to guarantee her survival in the event of enemy attack! You swore an oath just like everyone else on this mission. Now it's time to make good on that oath!;NM01AATRAS02007_.mp3
I've heard all about your reputation: elite combat training, tops in your class. It's no wonder you were hand picked for this mission.;NM01AATRAS02233_.mp3
Word is the officers haven't seen a recruit with your kind of potential in twenty years. But all that potential doesn't mean a thing if you can't deliver when it counts!;NM01AATRAS02234_.mp3
We're soldiers, we're trained for combat. Bastila's going to need men and women like us at her side during this attack!;NM01AATRAS02008_.mp3
Okay, let's go help Bastila!;
So hurry up and grab your gear. You need to suit up so we can get out of here.;NM01AATRAS02010_.mp3
Okay.;
Where can I get my equipment?;
You can move the mouse to the edges of the screen to rotate the camera. Alternately, moving the mouse while holding down the right mouse button will rotate the camera as well.;
To move towards the footlocker, hold down the right mouse button and face the camera towards it, then hold down the left mouse button as well to cause the character to run forward.;
You can left-click on an object to select it. Once the footlocker is selected, left-click on it again to perform the default action and open it.;
Can you repeat that?;
Oath or no oath - I'm heading to the escape pods!;
Don't be stupid! You won't stand a chance against the Sith by yourself. We've got to stick together if we want to make it out of this alive.;NM01AATRAS02012_.mp3
I heard what everyone's saying about you: you've explored the farthest reaches of the galaxy, you've visited planets I've never even heard of.;NM01AATRAS02235_.mp3
"People with your skills and abilities are hard to find; it's no wonder the Republic recruited you for this mission. But now's the time to prove yourself!";NM01AATRAS02236_.mp3
I know you're a scout and not a soldier, but Bastila needs all troops at her side during this attack!;NM01AATRAS02013_.mp3
I know all about your reputation, how you used to smuggle spice and blasters along the Corellian Run. I guess the Republic figured since they couldn't catch you, they might as well hire you.;NM01AATRAS02237_.mp3
And I'll admit, the Republic is in desperate need of someone with your kind of skills. Desperate enough to overlook your shady past.;NM01AATRAS02238_.mp3
But now that you've signed on for this mission you're part of the Republic fleet. And Bastila needs all troops at her side during this attack!;NM01AATRAS02014_.mp3
Forget it - I'm looking after my own skin! [Left-click this answer to select highlighted response.];
